player,team,minutes,raw_total,per90
Ronaldo de Assis Moreira,Barcelona,4669.6,83.0,1.60
Giovanni van Bronckhorst,Barcelona,2366.2,42.0,1.60
PC Laldinpuia,Jamshedpur,282.1,5.0,1.60
Sylvain Wiltord,Arsenal,623.0,11.0,1.59
Jeremie Frimpong,Bayer Leverkusen,2322.4,41.0,1.59
Gnégnéri Yaya Touré,Barcelona,6462.1,114.0,1.59
Johnny Rep,Ajax,453.8,8.0,1.59
Richard Rios Montoya,Colombia,454.2,8.0,1.59
Mohamed Chibi,Morocco,170.4,3.0,1.58
Jair Ventura Filho,Brazil,569.2,10.0,1.58
John Yeboah Zamora,Ecuador,113.9,2.0,1.58
Nwankwo Christian Kanu,Arsenal,400.7,7.0,1.57
Gonçalo Matias Ramos,Portugal,172.1,3.0,1.57
Nicholas Williams Arthuer,Spain,631.3,11.0,1.57
José Paulo Bezzera Maciel Júnior,Barcelona,2123.9,37.0,1.57
Ludovic Giuly,AS Monaco,1380.7,24.0,1.56
Benjamin Bourigeaud,Rennes,231.7,4.0,1.55
Alex Sandro Lobo Silva,Juventus,1685.6,29.0,1.55
Danilo Luiz da Silva,Real Madrid,2732.2,47.0,1.55
Lukáš Hrádecký,Eintracht Frankfurt,3373.4,58.0,1.55
Gervais Lombe Yao Kouassi,AS Roma,1049.2,18.0,1.54
Carlos Andrés Sánchez Arcosa,Uruguay,116.8,2.0,1.54
Juan Isaac Cuenca López,Barcelona,1875.1,32.0,1.54
Lazar Samardžić,Serbia,58.7,1.0,1.53
Alexis Alejandro Sánchez Sánchez,Barcelona,7457.8,127.0,1.53
Sergi Roberto Carnicer,Barcelona,11045.4,188.0,1.53
Carlos Eccehomo Cuesta Figueroa,Colombia,470.7,8.0,1.53
Bonke Innocent,Lorient,58.9,1.0,1.53
Kwadwo Asamoah,Juventus,530.7,9.0,1.53
Adrien Rabiot,Paris Saint-Germain,2655.7,45.0,1.53
Anderson Luís de Souza,FC Porto,4316.5,73.0,1.52
Presnel Kimpembe,Paris Saint-Germain,3136.1,53.0,1.52
Edmond Fayçal Tapsoba,Bayer Leverkusen,2426.7,41.0,1.52
Óscar Mingueza García,Barcelona,1601.4,27.0,1.52
Arturo Erasmo Vidal Pardo,Juventus,3448.4,58.0,1.51
Leonardo Neoren Franco,Atlético Madrid,178.5,3.0,1.51
Lilian Thuram,Barcelona,2262.8,38.0,1.51
Dries Mertens,Napoli,1549.1,26.0,1.51
Carlos Akapo Martínez,Equatorial Guinea,357.6,6.0,1.51
Facundo Farías,Inter Miami,358.0,6.0,1.51
Gilson Benchimol Tavares,Cape Verde Islands,119.4,2.0,1.51
Jhon Adolfo Arias Andrade,Colombia,477.8,8.0,1.51
Carlos Alberto Gomes de Jesus,FC Porto,59.9,1.0,1.50
Dennis Bergkamp,Arsenal,1737.7,29.0,1.50
Alexandre Dimitri Song-Billong,Barcelona,2476.6,41.0,1.49
Mark van Bommel,Barcelona,665.9,11.0,1.49
Francesc Fàbregas i Soler,Barcelona,8180.6,135.0,1.49
Stephan Lichtsteiner,Juventus,2125.3,35.0,1.48
Endika Guarrochenea Arzubiaga,Athletic Club,60.8,1.0,1.48
Otar Kiteishvili,Georgia,121.7,2.0,1.48
Marko Rog,Sevilla,61.1,1.0,1.47
Giancarlo Corradini,Napoli,244.9,4.0,1.47
Pedro González López,Barcelona,3314.8,54.0,1.47
Viktor Yanushevskiy,Soviet Union U20,61.4,1.0,1.47
Piet Keizer,Ajax,307.5,5.0,1.46
Rachid Ghezzal,Lyon,1478.6,24.0,1.46
Sael Kumbedi Nseke,Lyon,61.6,1.0,1.46
Pascal Cygan,Arsenal,1112.8,18.0,1.46
Jesé Rodríguez Ruiz,Real Madrid,928.3,15.0,1.45
Álvaro Borja Morata Martín,Real Madrid,2796.2,45.0,1.45
Drake Callender,Inter Miami,436.2,7.0,1.44
Matías Nicolás Viña Susperreguy,Uruguay,373.9,6.0,1.44
Claudio Marchisio,Juventus,1994.9,32.0,1.44
Thapelo James Morena,South Africa,374.3,6.0,1.44
Manuel Morlanes Ariño,Villarreal,62.4,1.0,1.44
Camilo Andrés Vargas Gil,Colombia,562.2,9.0,1.44
Faouzi Ghoulam,Napoli,2817.9,45.0,1.44
Richarlison de Andrade,Brazil,314.6,5.0,1.43
José Edmílson Gomes de Moraes,Barcelona,2584.2,41.0,1.43
Julián Álvarez,Argentina,822.0,13.0,1.42
Vinícius José Paixão de Oliveira Júnior,Real Madrid,885.7,14.0,1.42
José Leonardo Ulloa,Leicester City,949.9,15.0,1.42
Robert Pirès,Arsenal,3053.2,48.0,1.41
Josip Stanišić,Croatia,1528.8,24.0,1.41
Daniel Carvajal Ramos,Real Madrid,3516.0,55.0,1.41
Guillermo Martínez Ayala,Mexico,64.0,1.0,1.41
Luis Fernando Díaz Marulanda,Colombia,512.0,8.0,1.41
Jeffren Isaac Suárez Bermúdez,Barcelona,514.2,8.0,1.40
David Ruiz,Inter Miami,193.0,3.0,1.40
Neri Alberto Pumpido Barrinat,Argentina,257.4,4.0,1.40
José Luis Brown,Argentina,257.4,4.0,1.40
José Luis Cuciuffo,Argentina,257.4,4.0,1.40
Héctor Adolfo Enrique,Argentina,257.4,4.0,1.40
Sergio Daniel Batista,Argentina,257.4,4.0,1.40
Jorge Alberto Francisco Valdano Castellano,Argentina,257.4,4.0,1.40
Danilo Luís Hélio Pereira,Portugal,3740.5,58.0,1.40
José Manuel Pinto Colorado,Celta Vigo,2139.0,33.0,1.39
Kylian Mbappé Lottin,AS Monaco,6486.2,100.0,1.39
Alejandro Garnacho Ferreyra,Argentina,64.9,1.0,1.39
Martín Montoya Torralbo,Barcelona,3898.7,60.0,1.39
Gorka Brit Gallego,CD Numancia de Soria,65.0,1.0,1.38
Lucas Digne,AS Roma,4486.3,69.0,1.38
José Ignacio Fernández Iglesias,Real Madrid,1891.9,29.0,1.38
Javier Siverio Toro,Hyderabad,914.2,14.0,1.38
Yaroslav Dumanskiy,Soviet Union U20,65.4,1.0,1.38
Lamine Camara,Senegal,261.6,4.0,1.38
Nolan Mbemba,Lille,65.4,1.0,1.38
Ignacio Javier Gómez Novo,Sporting Gijón,65.5,1.0,1.38
Dominik Stroh-Engel,Darmstadt 98,65.6,1.0,1.37
Pablo Ganet Cómitre,Equatorial Guinea,328.4,5.0,1.37
Francisco Román Alarcón Suárez,Valencia,2957.0,45.0,1.37
Ángel Fabián Di María Hernández,Real Madrid,4862.8,74.0,1.37
Otávio Edmilson da Silva Monteiro,Portugal,197.4,3.0,1.37
Dodi Lukebakio,Belgium,66.0,1.0,1.36
Wilfried Guemiand Bony,Manchester City,1123.0,17.0,1.36
Žan Celar,Slovenia,66.2,1.0,1.36
Kerwin Calderón Vargas,Charlotte,66.3,1.0,1.36
Patrick Vieira,Arsenal,2455.0,37.0,1.36
Maicon Douglas Sisenando,Inter Milan,1062.1,16.0,1.36
Hormipam Ruivah,Kerala Blasters,1130.0,17.0,1.35
Fredrik Ljungberg,Arsenal,2194.8,33.0,1.35
Stanley Ratifo,Mozambique,133.2,2.0,1.35
Kalvin Phillips,England,666.7,10.0,1.35
Gonzalo Ariel Montiel,Argentina,333.6,5.0,1.35
Diego Armando Maradona,Argentina U20,1068.3,16.0,1.35
Zakaria Bakkali,Valencia,534.5,8.0,1.35
Oleguer Presas Renom,Barcelona,3014.0,45.0,1.34
Simon Adingra,Côte d'Ivoire,268.0,4.0,1.34
Nélson Cabral Semedo,Barcelona,4894.8,73.0,1.34
José Manuel Reina Páez,Liverpool,3290.5,49.0,1.34
Jorge Luiz Frello Filho,Napoli,3696.6,55.0,1.34
Deivi Miguel Vieira,Angola,269.0,4.0,1.34
Lucas Hernández Pi,Atlético Madrid,1616.1,24.0,1.34
Augusto de Jesus Corte Real Carneiro,Angola,269.5,4.0,1.34
Mousa Sidi Yaya Dembélé,Tottenham Hotspur,2426.1,36.0,1.34
Sulzeer Jeremiah ''Sol' Campbell,Arsenal,2967.0,44.0,1.33
Paul Guerin,Gazélec Ajaccio,134.9,2.0,1.33
Cristian Eugen Chivu,Inter Milan,67.5,1.0,1.33
Allan Marques Loureiro,Napoli,2706.8,40.0,1.33
Abdiel Armando Ayarza Cocanegra,Panama,67.8,1.0,1.33
Christophe Jallet,Lyon,1696.5,25.0,1.33
Kevin Wimmer,Tottenham Hotspur,815.0,12.0,1.33
Ricardo Omar Giusti,Argentina,341.2,5.0,1.32
Julio Jorge Olarticoechea,Argentina,341.2,5.0,1.32
Bernd Hölzenbein,Germany,68.3,1.0,1.32
Rainer Bonhof,Germany,68.3,1.0,1.32
Jonathan Tah,Bayer Leverkusen,5400.8,79.0,1.32
Kang-In Lee,Valencia,136.7,2.0,1.32
Andrea Barzagli,Juventus,2806.4,41.0,1.31
Achraf Hakimi Mouh,Morocco,4680.8,68.0,1.31
Paul Pogba,Juventus,3927.1,57.0,1.31
Stefano Mauri,Lazio,485.8,7.0,1.30
Arthur Henrique Ramos de Oliveira Melo,Barcelona,2152.3,31.0,1.30
Ibán Salvador Edu,Equatorial Guinea,347.5,5.0,1.30
Kolo Habib Touré,Arsenal,3893.1,56.0,1.29
Luka Sučić,Croatia,139.3,2.0,1.29
Leonidas Stergiou,VfB Stuttgart,139.3,2.0,1.29
Takumi Minamino,AS Monaco,69.7,1.0,1.29
Gilberto Aparecido da Silva,Arsenal,2438.4,35.0,1.29
Eddie Marcos Melo Afonso,Angola,348.6,5.0,1.29
Jens Lehmann,Arsenal,3283.3,47.0,1.29
Ambrosini Antonio Cabaça Salvador,Angola,139.8,2.0,1.29
Gianluigi Buffon,Juventus,3227.0,46.0,1.28
Manuel Ugarte Ribeiro,Uruguay,491.9,7.0,1.28
Cristian Gabriel Romero,Argentina,987.1,14.0,1.28
Seminlen Doungel,Jamshedpur,1130.2,16.0,1.27
Levin Mete Öztunali,Werder Bremen,141.8,2.0,1.27
Zakarya Bergdich,Real Valladolid,71.0,1.0,1.27
Munir El Haddadi Mohamed,Barcelona,1636.9,23.0,1.26
Laureano Bisan-Etame Mayer,Arsenal,2635.1,37.0,1.26
Esteban Vigo Benítez,Barcelona,142.9,2.0,1.26
José Andrés Martínez Torres,Venezuela,357.4,5.0,1.26
Yordan Hernando Osorio Paredes,Venezuela,357.5,5.0,1.26
Rafael Enrique Romo Pérez,Venezuela,357.5,5.0,1.26
Marko Pjaca,Croatia,71.8,1.0,1.25
Stephen Kingsley,Swansea City,359.6,5.0,1.25
Umut Tohumcu,Hoffenheim,72.0,1.0,1.25
Patrik Schick,Czech Republic,1585.1,22.0,1.25
Clément Lenglet,Sevilla,6213.6,86.0,1.25
Fabian Rieder,Switzerland,289.1,4.0,1.25
Siegmar Wätzlich,German DR,72.3,1.0,1.24
Hans-Jürgen Kreische,German DR,72.3,1.0,1.24
Aliou Dieng,Mali,144.9,2.0,1.24
Michael Gregoritsch,Hamburger SV,290.0,4.0,1.24
Piero Martín Hincapié Reyna,Ecuador,2104.3,29.0,1.24
Fágner Conserva Lemos,Brazil,363.0,5.0,1.24
Deroy Duarte,Cape Verde Islands,218.0,3.0,1.24
Leonardo Bonucci,Juventus,3925.8,54.0,1.24
Teun Koopmeiners,Netherlands,218.5,3.0,1.24
Jesús Rueda Ambrosio,Real Valladolid,73.1,1.0,1.23
Carlos González Peña,Real Valladolid,73.1,1.0,1.23
Arnaud Kalimuendo Muinga,Lens,292.7,4.0,1.23
Jamie Jermaine Bynoe-Gittens,Borussia Dortmund,146.4,2.0,1.23
Jurriën David Norman Timber,Netherlands,513.1,7.0,1.23
Henry Josué Martín Mex,Mexico,146.8,2.0,1.23
Enzo Fernandez,Argentina,882.6,12.0,1.22
Vitor Machado Ferreira,Paris Saint-Germain,2501.2,34.0,1.22
Mario Mandžukić,Bayern Munich,2874.8,39.0,1.22
Lisandro Martínez,Argentina,740.0,10.0,1.22
Saúl Basilio Coco-Bassey Oubiña,Equatorial Guinea,370.7,5.0,1.21
Jesús Lázaro Owono Ngua Akeng,Equatorial Guinea,370.7,5.0,1.21
Basilio Ndong Owono Nchamaaa,Equatorial Guinea,370.7,5.0,1.21
Esteban Orozco Fernández,Equatorial Guinea,370.7,5.0,1.21
Ricardo Rogério de Brito,Napoli,370.9,5.0,1.21
Antônio de Oliveira Filho,Napoli,370.9,5.0,1.21
Maximiliano Javier Araújo Vilches,Uruguay,445.9,6.0,1.21
Fábio Ricardo Gomes Fonseca,Málaga,74.6,1.0,1.21
Adam Hložek,Czech Republic,597.9,8.0,1.20
Frenkie de Jong,Barcelona,5231.8,70.0,1.20
Konstantin Rausch,Darmstadt 98,74.8,1.0,1.20
Alexander Esswein,Augsburg,149.7,2.0,1.20
İsmail Yüksek,Turkey,150.1,2.0,1.20
Karim Ansarifard,Iran,225.2,3.0,1.20
Harry Maguire,England,1502.8,20.0,1.20
Sébastien Haller,Côte d'Ivoire,301.1,4.0,1.20
Thomas Meunier,Belgium,983.1,13.0,1.19
José Antonio Miranda Boacho,Getafe,151.3,2.0,1.19
Salvatore Sirigu,Paris Saint-Germain,303.2,4.0,1.19
Konstantinos Manolas,AS Roma,3039.6,40.0,1.18
Alexis Mac Allister,Argentina,988.5,13.0,1.18
Noah Allen,Inter Miami,304.3,4.0,1.18
Maurizio Pugliesi,Empoli,76.1,1.0,1.18
Ashley Cole,Arsenal,2816.4,37.0,1.18
Lucas Tolentino Coelho de Lima,Lyon,687.6,9.0,1.18
Luka Ivanušec,Croatia,76.4,1.0,1.18
Leander Dendoncker,Belgium,383.6,5.0,1.17
Toni Kroos,Bayern Munich,4918.0,64.0,1.17
Roberto Lopes,Cape Verde Islands,384.9,5.0,1.17
Christopher Maboulou,Bastia,231.3,3.0,1.17
Manolo Gabbiadini,Napoli,462.7,6.0,1.17
Rohit Danu,Hyderabad,771.3,10.0,1.17
Cristóvão Paciência Mabululo,Angola,386.4,5.0,1.16
José Manuel Arnáiz Díaz,Barcelona,77.4,1.0,1.16
Elseid Hysaj,Napoli,3332.4,43.0,1.16
Denis Kibu,Tanzania,77.5,1.0,1.16
Davinson Sánchez Mina,Colombia,930.6,12.0,1.16
Marciano Sanca Tchami,Guinea-Bissau,77.6,1.0,1.16
Mason Mount,England,622.3,8.0,1.16
Sergio Ramos García,Real Madrid,7742.1,99.0,1.15
Danny Simpson,Leicester City,2581.5,33.0,1.15
Gianluca Zambrotta,Barcelona,3290.4,42.0,1.15
Juan Bernat Velasco,Valencia,2352.7,30.0,1.15
Wallyson Teixeira Mallmann,OGC Nice,706.8,9.0,1.15
Bojan Krkíc Pérez,Barcelona,4167.7,53.0,1.14
Alisson Ramsés Becker,Brazil,1259.1,16.0,1.14
Radja Nainggolan,AS Roma,2833.8,36.0,1.14
Rafał Kurzawa,Poland,78.8,1.0,1.14
Marcelo Vieira da Silva Júnior,Real Madrid,4410.3,56.0,1.14
Marek Jankulovski,AC Milan,78.9,1.0,1.14
Stefan Kießling,Bayer Leverkusen,1815.1,23.0,1.14
Thilo Kehrer,Paris Saint-Germain,868.9,11.0,1.14
Signori Dominique Nymi António,Angola,158.1,2.0,1.14
Luke Shaw,Manchester United,1581.8,20.0,1.14
Gareth Frank Bale,Real Madrid,3084.8,39.0,1.14
David Ospina Ramírez,Arsenal,713.6,9.0,1.14
Diego Nicolás De La Cruz Arcosa,Uruguay,397.3,5.0,1.13
Paulo Bruno Exequiel Dybala,Juventus,2542.7,32.0,1.13
Yerry Fernando Mina González,Barcelona,636.4,8.0,1.13
Nahitan Michel Nández Acosta,Uruguay,716.0,9.0,1.13
Kléper Laveran Lima Ferreira,Real Madrid,4455.4,56.0,1.13
Bamidele Alli,Tottenham Hotspur,2868.5,36.0,1.13
Jakub Jankto,Czech Republic,239.2,3.0,1.13
Stephen Kenneth Hunt,NY Cosmos,79.8,1.0,1.13
Robert Alfred ''Bobby' Smith,NY Cosmos,79.8,1.0,1.13
Giorgio Chinaglia,NY Cosmos,79.8,1.0,1.13
Shep Norman Messing,NY Cosmos,79.8,1.0,1.13
Werner Roth,NY Cosmos,79.8,1.0,1.13
Nelsi Morais,NY Cosmos,79.8,1.0,1.13
Tony Field,NY Cosmos,79.8,1.0,1.13
Andries Noppert,Netherlands,479.0,6.0,1.13
Raphaël Varane,Real Madrid,4727.4,59.0,1.12
Ronaldo Aparecido Rodrigues,Wolfsburg,80.4,1.0,1.12
Daniel Caligiuri,Wolfsburg,80.4,1.0,1.12
Sebastian Jung,Wolfsburg,80.4,1.0,1.12
Álvaro Martín Barreal,Cincinnati,80.4,1.0,1.12
Pronay Halder,Jamshedpur,969.3,12.0,1.11
Matheus Luiz Nunes,Portugal,81.1,1.0,1.11
Damián Emiliano Martínez,Argentina,1217.2,15.0,1.11
Kevin Lenini Gonçalves Pereira de Pina,Cape Verde Islands,405.8,5.0,1.11
Krépin Diatta,Senegal,568.2,7.0,1.11
Néstor Ariel Fabbri,Boca Juniors,81.3,1.0,1.11
Julio César Toresani,Boca Juniors,81.3,1.0,1.11
Óscar Eduardo Córdoba Arce,Boca Juniors,81.3,1.0,1.11
Jorge Hernan Bermúdez Morales,Boca Juniors,81.3,1.0,1.11
Diego Fernando Latorre,Boca Juniors,81.3,1.0,1.11
Diego Sebastián Cagna,Boca Juniors,81.3,1.0,1.11
Martín Palermo,Boca Juniors,81.3,1.0,1.11
Nolberto Albino Solano Todco,Boca Juniors,81.3,1.0,1.11
Keylor Navas Gamboa,Levante UD,5390.6,66.0,1.10
Boris Radunović,Atalanta,81.8,1.0,1.10
Erwin Koffi,Lorient,81.9,1.0,1.10
Laxmikant Kattimani,Hyderabad,1966.2,24.0,1.10
Francisco David Sousa Franquelo,Getafe,82.0,1.0,1.10
Gaël Clichy,Arsenal,1644.0,20.0,1.09
José de Anchieta Fontana,Brazil,82.3,1.0,1.09
Martin Terrier,Rennes,164.8,2.0,1.09
Bradley Barcola,Lyon,164.8,2.0,1.09
Kalidou Koulibaly,Napoli,3800.2,46.0,1.09
Niclas Füllkrug,Germany,414.1,5.0,1.09
Luiz Gustavo Dias,Bayern Munich,82.9,1.0,1.09
Gianluigi Donnarumma,AC Milan,7546.6,91.0,1.09
Nader Ghandri,Tunisia,82.9,1.0,1.09
Wílmar Enrique Barrios Terán,Colombia,249.2,3.0,1.08
Krzysztof Piątek,Poland,83.1,1.0,1.08
Gomolemo Grant Kekana,South Africa,499.3,6.0,1.08
Giorgio Chiellini,Juventus,2331.6,28.0,1.08
Takehiro Tomiyasu,Japan,166.7,2.0,1.08
João Paulo Moreira Fernandes,Cape Verde Islands,417.3,5.0,1.08
Khouma El Hadji Babacar,Racing Santander,834.6,10.0,1.08
Mario Martínez Rubio,CD Numancia de Soria,83.5,1.0,1.08
Juan Carlos,CD Numancia de Soria,83.5,1.0,1.08
Ike Ugbo,Troyes,83.6,1.0,1.08
Vincent Paté Aboubakar,Cameroon,167.2,2.0,1.08
David Raya Martin,Spain,83.7,1.0,1.08
Pedro Damián Monzón,Argentina,83.7,1.0,1.07
Sergio Javier Goycochea,Argentina,83.7,1.0,1.07
José Horacio Basualdo,Argentina,83.7,1.0,1.07
Serhiy Kryvtsov,Ukraine,419.4,5.0,1.07
György Garics,Darmstadt 98,83.9,1.0,1.07
Anssumane Fati,Barcelona,1343.3,16.0,1.07
Juan Guillermo Cuadrado Bello,Chelsea,2021.6,24.0,1.07
Sergino Dest,Barcelona,2030.0,24.0,1.06
Joshua Sargent,United States,169.2,2.0,1.06
Josimar Alcócer,Costa Rica,84.7,1.0,1.06
Alexander Alegría Moreno,Real Betis,84.7,1.0,1.06
Moritz Leitner,Borussia Dortmund,84.9,1.0,1.06
Erik Durm,Borussia Dortmund,84.9,1.0,1.06
Marc Albrighton,Leicester City,2719.7,32.0,1.06
Cristian Gonzalo Olivera Ibarra,LAFC,170.2,2.0,1.06
Aarón Escandell Banacloche,Granada,85.5,1.0,1.05
Nehuén Pérez,Granada,85.5,1.0,1.05
Warmed Omari,Rennes,256.7,3.0,1.05
Divock Okoth Origi,Liverpool,684.7,8.0,1.05
Matteo Pessina,Italy,171.2,2.0,1.05
Stephan El Shaarawy,AS Monaco,1888.9,22.0,1.05
Ousmane Dembélé,Rennes,6874.7,80.0,1.05
Lorenzo Insigne,Napoli,3182.3,37.0,1.05
Rhu-endly Martina,Southampton,1033.6,12.0,1.04
José Maria Gutiérrez Hernández,Real Madrid,344.5,4.0,1.04
Ritwik Kumar Das,Jamshedpur,948.9,11.0,1.04
Andoni Goikoetxea,Athletic Club,86.3,1.0,1.04
Santiago Urquiaga Pérez Lugar,Athletic Club,86.3,1.0,1.04
Francisco Salinas Fernández,Athletic Club,86.3,1.0,1.04
Daniel Ruiz Bazan Justa,Athletic Club,86.3,1.0,1.04
Iñigo Liceranzu,Athletic Club,86.3,1.0,1.04
José María Núñez,Athletic Club,86.3,1.0,1.04
Miguel de Andrés,Athletic Club,86.3,1.0,1.04
Ismael Urtubi Aróstegui,Athletic Club,86.3,1.0,1.04
Estanislao Argote Salaberría,Athletic Club,86.3,1.0,1.04
Andoni Zubizarreta Urreta,Athletic Club,86.3,1.0,1.04
Stefano Sturaro,Juventus,950.1,11.0,1.04
Miralem Pjanić,AS Roma,3111.8,36.0,1.04
Cristiano Ronaldo dos Santos Aveiro,Manchester United,6414.8,74.0,1.04
Jon Mikel Aramburu Mejías,Venezuela,260.4,3.0,1.04
André Hahn,Borussia Mönchengladbach,86.9,1.0,1.04
Ferland Mendy,Real Madrid,261.2,3.0,1.03
Sekou Koita,Mali,174.4,2.0,1.03
Brandon Vázquez Toledo,Cincinnati,87.3,1.0,1.03
Éder Gabriel Militão,Real Madrid,787.8,9.0,1.03
Obinna Nwobodo,Cincinnati,87.5,1.0,1.03
Roman Celentano,Cincinnati,87.5,1.0,1.03
Luciano Federico Acosta,Cincinnati,87.5,1.0,1.03
Ian Murphy,Cincinnati,87.5,1.0,1.03
Nick Hagglund,Cincinnati,87.5,1.0,1.03
Marek Hamšík,Napoli,3413.9,39.0,1.03
Gerald Taylor,Costa Rica,87.6,1.0,1.03
Granit Xhaka,Borussia Mönchengladbach,4556.7,52.0,1.03
Antonio Rüdiger,AS Roma,3777.3,43.0,1.02
Oussama Haddadi,Tunisia,87.9,1.0,1.02
Aymen Mathlouthi,Tunisia,87.9,1.0,1.02
Rami Bedoui,Tunisia,87.9,1.0,1.02
Eliaquim Mangala,Manchester City,2111.2,24.0,1.02
Christian Fuchs,Leicester City,2639.7,30.0,1.02
Adilson Malanda,Charlotte,88.1,1.0,1.02
Nathan Byrne,Charlotte,88.1,1.0,1.02
Enzo Nahuel Copetti,Charlotte,88.1,1.0,1.02
Kristijan Kahlina,Charlotte,88.1,1.0,1.02
Andrew Privett,Charlotte,88.1,1.0,1.02
Brandt Bronico,Charlotte,88.1,1.0,1.02
Nahuel Molina Lucero,Argentina,883.0,10.0,1.02
Kialonda Gaspar,Angola,442.5,5.0,1.02
Jordan Brian Henderson,Liverpool,2302.2,26.0,1.02
Birger Meling,Rennes,265.7,3.0,1.02
Wout Weghorst,Netherlands,532.4,6.0,1.01
Maximiliano Caufriez,Clermont Foot,88.7,1.0,1.01
Pablo Javier Zabaleta Girod,Espanyol,1243.3,14.0,1.01
Borja Iglesias Quintas,Espanyol,533.8,6.0,1.01
Carlos Soler Barragán,Valencia,1609.1,18.0,1.01
Yanni Regäsel,Hertha Berlin,89.4,1.0,1.01
John Anthony Brooks,Hertha Berlin,89.4,1.0,1.01
Jhegson Sebastián Méndez Carabalí,Ecuador,179.1,2.0,1.01
Davide Calabria,AC Milan,358.8,4.0,1.00
Lovre Kalinić,Croatia,89.7,1.0,1.00
Nawaf Shaker Al Abid,Saudi Arabia,89.8,1.0,1.00
Joaquim Marcos Cunga Balanga,Angola,179.7,2.0,1.00
Giorgian Daniel De Arrascaeta Benedetti,Uruguay,359.5,4.0,1.00
José Ndong Machín Dicombo,Equatorial Guinea,359.6,4.0,1.00
Marcel Schmelzer,Borussia Dortmund,179.8,2.0,1.00
José Vicente Sánchez Felip,Barcelona,90.0,1.0,1.00
Wungngayam Muirang,Bengaluru,270.1,3.0,1.00
Mohammad Mobashir Rahman,Jamshedpur,541.2,6.0,1.00
Tiago Abiola Delfim Almeida Ilori,Granada,90.3,1.0,1.00
Abdelhamid Sabiri,Morocco,180.6,2.0,1.00
Facundo Pellistri Rebollo,Uruguay,633.6,7.0,0.99
Josip Pivarić,Croatia,181.5,2.0,0.99
Alessandro Florenzi,AS Roma,2723.2,30.0,0.99
Alexander Kerzhakov,Sevilla,90.8,1.0,0.99
Se-Jong Ju,South Korea,90.9,1.0,0.99
Manuel Pasqual,Fiorentina,1003.2,11.0,0.99
Pawan Kumar,Jamshedpur,182.5,2.0,0.99
Massimo Ambrosini,AC Milan,91.2,1.0,0.99
Massimo Oddo,AC Milan,91.2,1.0,0.99
Kyle Walker,Tottenham Hotspur,4841.8,53.0,0.99
Mohamed Salah,AS Roma,3111.0,34.0,0.98
Yeferson Julio Soteldo Martínez,Venezuela,274.8,3.0,0.98
Riyad Mahrez,Leicester City,3209.9,35.0,0.98
Antoine Rabillard,Olympique de Marseille,91.8,1.0,0.98
Artur Jędrzejczyk,Poland,92.1,1.0,0.98
Carlos Domínguez Cáceres,Celta Vigo,92.4,1.0,0.97
Majeed Ashimeru,Ghana,185.2,2.0,0.97
Karim Benzema,Real Madrid,4074.9,44.0,0.97
Amine Gouiri,OGC Nice,185.4,2.0,0.97
Kyung-Won Kwon,South Korea,92.8,1.0,0.97
Enzo Ebosse,Cameroon,92.9,1.0,0.97
Charles Mariano Aránguiz Sandoval,Bayer Leverkusen,465.1,5.0,0.97
Cristian Tello Herrera,Barcelona,2884.9,31.0,0.97
Laldinliana Renthlei,Jamshedpur,1769.3,19.0,0.97
Komal Thatal,Jamshedpur,466.6,5.0,0.96
Udanta Kumam Singh,Bengaluru,1120.0,12.0,0.96
Juan Antonio González Fernández,Hyderabad,1775.1,19.0,0.96
Colin Dagba,Paris Saint-Germain,93.5,1.0,0.96
Michael Essien,Real Madrid,93.6,1.0,0.96
Adilson Cipriano da Cruz,Angola,281.4,3.0,0.96
Peter Hartley,Jamshedpur,1595.8,17.0,0.96
Aras Özbiliz,Rayo Vallecano,93.9,1.0,0.96
Eli Sabia Filho,Jamshedpur,1409.1,15.0,0.96
Philippe Coutinho Correia,Espanyol,5925.5,63.0,0.96
Tomás Agustín Avilés Mancilla,Inter Miami,470.3,5.0,0.96
Motaz Ali Hassan Hawsawi,Saudi Arabia,94.1,1.0,0.96
Yasser Abdullah Al Mosailem,Saudi Arabia,94.1,1.0,0.96
Ángel Martín Correa,Atlético Madrid,1317.6,14.0,0.96
Mapou Yanga-Mbiwa,Lyon,2259.6,24.0,0.96
Morgan Amalfitano,Lille,946.1,10.0,0.95
Jérôme Prior,Bordeaux,946.3,10.0,0.95
Manuel Luís da Silva Cafumana,Angola,379.1,4.0,0.95
Benjamin Pavard,Lille,1518.9,16.0,0.95
Unai Simón Mendibil,Athletic Club,1900.2,20.0,0.95
Hugo Lloris,Tottenham Hotspur,4846.9,51.0,0.95
Fabián Ruiz Peña,Real Betis,2664.3,28.0,0.95
Edin Džeko,AS Roma,1906.6,20.0,0.94
Declan Rice,England,1622.0,17.0,0.94
Jamiro Gregory Monteiro Alvarenga,Cape Verde Islands,381.9,4.0,0.94
Benjamin Cremaschi,Inter Miami,286.9,3.0,0.94
Hitesh Sharma,Hyderabad,672.4,7.0,0.94
Maximilian Mittelstädt,VfB Stuttgart,480.4,5.0,0.94
Alfredo Kulembe Ribeiro,Angola,384.4,4.0,0.94
Leon Osman,Everton,192.8,2.0,0.93
Daniel Nii Tackie Mensah Welbeck,Arsenal,578.4,6.0,0.93
Amadou Haïdara,Mali,289.5,3.0,0.93
Nathan Dyer,Swansea City,193.3,2.0,0.93
